sep=;
date;systemTime;marker;HMDPosition;HMDRotation;objectId;objectPosition;agentExpression;CombinedGazePosition;CombinedGazeOrigin;LeftEyeOpenness;LeftEyeOrigin;LeftEyeForward;LeftEyePupilPosition;LeftEyePupilSize;RightEyeOpenness;RightEyeOrigin;RightEyeForward;RightEyePupilPosition;RightEyePupilSize;FocusDistance;FocusPoint;FocusNormal
12/4/2023 5:01:04 PM;1701705664294;;(-0.179, 1.070, 0.079);(355.934, 5.473, 355.600);;;;(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.55, 0.43);-1;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.44, 0.23);-1;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664317;;(-0.179, 1.070, 0.079);(355.998, 5.544, 355.587);;;;(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.55, 0.43);-1;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(-1.00, -1.00);-1;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664339;;(-0.179, 1.070, 0.079);(356.059, 5.630, 355.592);;;;(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.79, 0.58);-1;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.35, 0.61);-1;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664361;;(-0.179, 1.070, 0.078);(356.122, 5.726, 355.582);;;;(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);1;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.51, 0.48);-1;1;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.29, 0.42);-1;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664383;;(-0.179, 1.069, 0.078);(356.277, 5.840, 355.609);;;;(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);1;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.54, 0.43);-1;1;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.40, 0.60);-1;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664405;;(-0.179, 1.069, 0.078);(356.395, 5.961, 355.616);;;;(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);1;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.55, 0.45);-1;1;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(-1.00, -1.00);-1;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664428;;(-0.179, 1.069, 0.078);(356.498, 6.122, 355.603);;;;(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);1;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.54, 0.45);-1;1;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(-1.00, -1.00);-1;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664451;;(-0.179, 1.069, 0.078);(356.565, 6.293, 355.622);;;;(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);1;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.53, 0.46);-1;1;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(-1.00, -1.00);-1;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664472;;(-0.179, 1.069, 0.078);(356.654, 6.511, 355.625);;;;(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);1;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.53, 0.43);-1;1;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.39, 0.63);-1;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
12/4/2023 5:01:04 PM;1701705664495;;(-0.179, 1.069, 0.078);(356.701, 6.742, 355.659);;;;(-1.000, -1.000, -1.000);(-1.000, -1.000, -1.000);1;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.53, 0.36);-1;1;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000);(0.49, 0.19);-1;0;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000)
